MP_OF,MP CODE,MP NAME,BESOIN (KG),ORDRE PRODUCTION,DATE FABRICATION,DATE PESEE,Temps pesee (15 ou 30 minutes)
C235500000455118,C23550,GLYCEROL,56.1,455118,2024-03-07 14:52:00.000,2024-03-05,30
C235500000454919,C23550,GLYCEROL,244.8,454919,2024-03-07 18:36:00.000,2024-03-05,15
C235500000455111,C23550,GLYCEROL,30.3,455111,2024-03-07 23:38:00.000,2024-03-05,15
C215260000456221,C21526,CARBOMER HOMOPOLYMER (TYPE C),11.22,456221,2024-03-07 05:00:00.000,2024-03-05,30
C215260000456221,C21526,CARBOMER HOMOPOLYMER (TYPE C),11.22,456221,2024-03-07 05:00:00.000,2024-03-05,30
C214200000455111,C21420,CARBOMER934P/POL974P,4.545,455111,2024-03-07 23:38:00.000,2024-03-05,30
C214200000455111,C21420,CARBOMER934P/POL974P,4.545,455111,2024-03-07 23:38:00.000,2024-03-05,30
C214220000455118,C21422,CARBOMER934P/POL974P BRIMONDIN,12.75,455118,2024-03-07 14:52:00.000,2024-03-05,30
C214220000455118,C21422,CARBOMER934P/POL974P BRIMONDIN,12.75,455118,2024-03-07 14:52:00.000,2024-03-05,30
C273000000455111,C27300,PROPYL PARABEN,1.01,455111,2024-03-07 23:38:00.000,2024-03-05,30
C273000000455111,C27300,PROPYL PARABEN,1.01,455111,2024-03-07 23:38:00.000,2024-03-05,30
C205000000454919,C20500,ACRYLATES COPOLYMER,122.4,454919,2024-03-07 18:36:00.000,2024-03-05,30
C205000000454919,C20500,ACRYLATES COPOLYMER,122.4,454919,2024-03-07 18:36:00.000,2024-03-05,30
C284800000455118,C28480,TITANE DIOXYDE,0.6375,455118,2024-03-07 14:52:00.000,2024-03-05,30
C284800000455118,C28480,TITANE DIOXYDE,0.6375,455118,2024-03-07 14:52:00.000,2024-03-05,30
C253000000456221,C25300,NA HYDROXYDE,1.616,456221,2024-03-07 05:00:00.000,2024-03-05,30
C253000000455118,C25300,NA HYDROXYDE,4.2126,455118,2024-03-07 14:52:00.000,2024-03-05,15
C253000000454919,C25300,NA HYDROXYDE,10.71,454919,2024-03-07 18:36:00.000,2024-03-05,15
C253000000455111,C25300,NA HYDROXYDE,1.616,455111,2024-03-07 23:38:00.000,2024-03-05,15
C253000000456221,C25300,NA HYDROXYDE,1.616,456221,2024-03-07 05:00:00.000,2024-03-05,30
C253000000455118,C25300,NA HYDROXYDE,4.2126,455118,2024-03-07 14:52:00.000,2024-03-05,15
C253000000454919,C25300,NA HYDROXYDE,10.71,454919,2024-03-07 18:36:00.000,2024-03-05,15
C253000000455111,C25300,NA HYDROXYDE,1.616,455111,2024-03-07 23:38:00.000,2024-03-05,15
C270200000456221,C27020,PHENOXYETHANOL,2.525,456221,2024-03-07 05:00:00.000,2024-03-05,30
C270200000455118,C27020,PHENOXYETHANOL,4.08,455118,2024-03-07 14:52:00.000,2024-03-05,15
C270200000455111,C27020,PHENOXYETHANOL,5.05,455111,2024-03-07 23:38:00.000,2024-03-05,15
C270200000456221,C27020,PHENOXYETHANOL,2.525,456221,2024-03-07 05:00:00.000,2024-03-05,30
C270200000455118,C27020,PHENOXYETHANOL,4.08,455118,2024-03-07 14:52:00.000,2024-03-05,15
C270200000455111,C27020,PHENOXYETHANOL,5.05,455111,2024-03-07 23:38:00.000,2024-03-05,15
C227800000455111,C22780,CYCLOMETHICONE 5.97%,131.3,455111,2024-03-07 23:38:00.000,2024-03-05,30
C227800000455111,C22780,CYCLOMETHICONE 5.97%,131.3,455111,2024-03-07 23:38:00.000,2024-03-05,30
C231500000456221,C23150,EDTA DISODIUM,1.01,456221,2024-03-07 05:00:00.000,2024-03-05,30
C231500000454919,C23150,EDTA DISODIUM,6.12,454919,2024-03-07 18:36:00.000,2024-03-05,15
C231500000455111,C23150,EDTA DISODIUM,1.01,455111,2024-03-07 23:38:00.000,2024-03-05,15
C253000000454936,C25300,NA HYDROXYDE,1.734,454936,2024-03-08 05:49:00.000,2024-03-06,30
C253000000454936,C25300,NA HYDROXYDE,1.734,454936,2024-03-08 05:49:00.000,2024-03-06,30
C278500000454936,C27850,SILICE COLLOIDAL ANH,0.2142,454936,2024-03-08 05:49:00.000,2024-03-06,30
C278500000454936,C27850,SILICE COLLOIDAL ANH,0.2142,454936,2024-03-08 05:49:00.000,2024-03-06,30
C214600000454936,C21460,CARBOMER 940/POL 980,8.16,454936,2024-03-08 05:49:00.000,2024-03-06,30
C214600000454936,C21460,CARBOMER 940/POL 980,8.16,454936,2024-03-08 05:49:00.000,2024-03-06,30
C270500000454936,C27050,POLOXAMER 182,2.04,454936,2024-03-08 05:49:00.000,2024-03-06,30
C270500000454936,C27050,POLOXAMER 182,2.04,454936,2024-03-08 05:49:00.000,2024-03-06,30
C230500000454936,C23050,DIOCTYL NA SULFOSUCC,0.51,454936,2024-03-08 05:49:00.000,2024-03-06,30
C230500000454936,C23050,DIOCTYL NA SULFOSUCC,0.51,454936,2024-03-08 05:49:00.000,2024-03-06,30
C210050000454936,C21005,BENZOYL PEROXYD HYD ARKEMA,33.966,454936,2024-03-08 05:49:00.000,2024-03-06,30
C210050000454936,C21005,BENZOYL PEROXYD HYD ARKEMA,33.966,454936,2024-03-08 05:49:00.000,2024-03-06,30
C235500000454936,C23550,GLYCEROL,40.8,454936,2024-03-08 05:49:00.000,2024-03-06,30
C235500000454936,C23550,GLYCEROL,40.8,454936,2024-03-08 05:49:00.000,2024-03-06,30
C205000000454936,C20500,ACRYLATES COPOLYMER,20.4,454936,2024-03-08 05:49:00.000,2024-03-06,30
C205000000454936,C20500,ACRYLATES COPOLYMER,20.4,454936,2024-03-08 05:49:00.000,2024-03-06,30
C273500000454936,C27350,PROPYLENE GLYCOL,40.8,454936,2024-03-08 05:49:00.000,2024-03-06,30
C273500000454936,C27350,PROPYLENE GLYCOL,40.8,454936,2024-03-08 05:49:00.000,2024-03-06,30
C231500000454936,C23150,EDTA DISODIUM,1.02,454936,2024-03-08 05:49:00.000,2024-03-06,30
C231500000454936,C23150,EDTA DISODIUM,1.02,454936,2024-03-08 05:49:00.000,2024-03-06,30
C280000000456419,C28000,SORBITAN MONOSTEARAT,20.2,456419,2024-03-11 05:00:00.000,2024-03-07,30
C280000000456419,C28000,SORBITAN MONOSTEARAT,20.2,456419,2024-03-11 05:00:00.000,2024-03-07,30
C273000000456419,C27300,PROPYL PARABEN,1.01,456419,2024-03-11 05:00:00.000,2024-03-07,30
C273000000455100,C27300,PROPYL PARABEN,0.606,455100,2024-03-11 06:02:00.000,2024-03-07,15
C273000000456419,C27300,PROPYL PARABEN,1.01,456419,2024-03-11 05:00:00.000,2024-03-07,30
C273000000455100,C27300,PROPYL PARABEN,0.606,455100,2024-03-11 06:02:00.000,2024-03-07,15
C215260000455036,C21526,CARBOMER HOMOPOLYMER (TYPE C),11.22,455036,2024-03-11 19:53:00.000,2024-03-07,30
C215260000455036,C21526,CARBOMER HOMOPOLYMER (TYPE C),11.22,455036,2024-03-11 19:53:00.000,2024-03-07,30
C270460000455108,C27046,POLOXAMER 124 PE,8.08,455108,2024-03-11 02:30:00.000,2024-03-07,30
C270460000455108,C27046,POLOXAMER 124 PE,8.08,455108,2024-03-11 02:30:00.000,2024-03-07,30
C215350000456419,C21535,CARBOMER1342/PEM TR1 USP,2.02,456419,2024-03-11 05:00:00.000,2024-03-07,30
C215350000456419,C21535,CARBOMER1342/PEM TR1 USP,2.02,456419,2024-03-11 05:00:00.000,2024-03-07,30
C270200000456419,C27020,PHENOXYETHANOL,10.1,456419,2024-03-11 05:00:00.000,2024-03-07,30
C270200000455106,C27020,PHENOXYETHANOL,4.08,455106,2024-03-11 06:02:00.000,2024-03-07,15
C270200000455036,C27020,PHENOXYETHANOL,2.525,455036,2024-03-11 19:53:00.000,2024-03-07,15
C270200000456419,C27020,PHENOXYETHANOL,10.1,456419,2024-03-11 05:00:00.000,2024-03-07,30
C270200000455106,C27020,PHENOXYETHANOL,4.08,455106,2024-03-11 06:02:00.000,2024-03-07,15
C270200000455036,C27020,PHENOXYETHANOL,2.525,455036,2024-03-11 19:53:00.000,2024-03-07,15
C214220000455106,C21422,CARBOMER934P/POL974P BRIMONDIN,12.75,455106,2024-03-11 06:02:00.000,2024-03-07,30
C214220000455106,C21422,CARBOMER934P/POL974P BRIMONDIN,12.75,455106,2024-03-11 06:02:00.000,2024-03-07,30
C253000000456419,C25300,NA HYDROXYDE,29.29,456419,2024-03-11 05:00:00.000,2024-03-07,30
C253000000455100,C25300,NA HYDROXYDE,2.424,455100,2024-03-11 06:02:00.000,2024-03-07,15
C253000000455106,C25300,NA HYDROXYDE,4.2126,455106,2024-03-11 06:02:00.000,2024-03-07,15
C253000000454930,C25300,NA HYDROXYDE,6.2475,454930,2024-03-11 14:13:00.000,2024-03-07,15
C253000000454873,C25300,NA HYDROXYDE,1.734,454873,2024-03-11 18:08:00.000,2024-03-07,15
C253000000455036,C25300,NA HYDROXYDE,1.616,455036,2024-03-11 19:53:00.000,2024-03-07,15
C253000000456419,C25300,NA HYDROXYDE,29.29,456419,2024-03-11 05:00:00.000,2024-03-07,30
C253000000455100,C25300,NA HYDROXYDE,2.424,455100,2024-03-11 06:02:00.000,2024-03-07,15
C253000000455106,C25300,NA HYDROXYDE,4.2126,455106,2024-03-11 06:02:00.000,2024-03-07,15
C253000000454930,C25300,NA HYDROXYDE,6.2475,454930,2024-03-11 14:13:00.000,2024-03-07,15
C253000000454873,C25300,NA HYDROXYDE,1.734,454873,2024-03-11 18:08:00.000,2024-03-07,15
C253000000455036,C25300,NA HYDROXYDE,1.616,455036,2024-03-11 19:53:00.000,2024-03-07,15
C254100000455187,C25410,NA LAURETH SULFATE CLOBEX,515.1,455187,2024-03-11 23:44:00.000,2024-03-07,30
C254100000455187,C25410,NA LAURETH SULFATE CLOBEX,515.1,455187,2024-03-11 23:44:00.000,2024-03-07,30
C217000000456419,C21700,CETYLIQUE ALCOOL,35.35,456419,2024-03-11 05:00:00.000,2024-03-07,30
C217000000456419,C21700,CETYLIQUE ALCOOL,35.35,456419,2024-03-11 05:00:00.000,2024-03-07,30
C273500000455108,C27350,PROPYLENE GLYCOL,161.6,455108,2024-03-11 02:30:00.000,2024-03-07,30
C273500000456419,C27350,PROPYLENE GLYCOL,20.2,456419,2024-03-11 05:00:00.000,2024-03-07,15
C273500000455100,C27350,PROPYLENE GLYCOL,90.9,455100,2024-03-11 06:02:00.000,2024-03-07,15
C273500000455106,C27350,PROPYLENE GLYCOL,56.1,455106,2024-03-11 06:02:00.000,2024-03-07,15
C273500000454930,C27350,PROPYLENE GLYCOL,142.8,454930,2024-03-11 14:13:00.000,2024-03-07,15
C273500000454873,C27350,PROPYLENE GLYCOL,40.4,454873,2024-03-11 18:08:00.000,2024-03-07,15
C273500000455036,C27350,PROPYLENE GLYCOL,40.4,455036,2024-03-11 19:53:00.000,2024-03-07,15
C273500000455108,C27350,PROPYLENE GLYCOL,161.6,455108,2024-03-11 02:30:00.000,2024-03-07,30
C273500000456419,C27350,PROPYLENE GLYCOL,20.2,456419,2024-03-11 05:00:00.000,2024-03-07,15
C273500000455100,C27350,PROPYLENE GLYCOL,90.9,455100,2024-03-11 06:02:00.000,2024-03-07,15
C273500000455106,C27350,PROPYLENE GLYCOL,56.1,455106,2024-03-11 06:02:00.000,2024-03-07,15
C273500000454930,C27350,PROPYLENE GLYCOL,142.8,454930,2024-03-11 14:13:00.000,2024-03-07,15
C273500000454873,C27350,PROPYLENE GLYCOL,40.4,454873,2024-03-11 18:08:00.000,2024-03-07,15
C273500000455036,C27350,PROPYLENE GLYCOL,40.4,455036,2024-03-11 19:53:00.000,2024-03-07,15
C270760000455187,C27076,POLYQUATERNIUM 10 CLOBEX,60.6,455187,2024-03-11 23:44:00.000,2024-03-07,30
C270760000455187,C27076,POLYQUATERNIUM 10 CLOBEX,60.6,455187,2024-03-11 23:44:00.000,2024-03-07,30
C211460000455106,C21146,BRIMONIDINE TAR NEW DMF MS,5.1,455106,2024-03-11 06:02:00.000,2024-03-07,30
C211460000455106,C21146,BRIMONIDINE TAR NEW DMF MS,5.1,455106,2024-03-11 06:02:00.000,2024-03-07,30
C215800000456419,C21580,CETEARETH-20 EP,30.3,456419,2024-03-11 05:00:00.000,2024-03-07,30
C215800000456419,C21580,CETEARETH-20 EP,30.3,456419,2024-03-11 05:00:00.000,2024-03-07,30
C270500000454930,C27050,POLOXAMER 182,7.07,454930,2024-03-11 14:13:00.000,2024-03-07,30
C270500000454873,C27050,POLOXAMER 182,2.02,454873,2024-03-11 18:08:00.000,2024-03-07,15
C270500000455036,C27050,POLOXAMER 182,2.02,455036,2024-03-11 19:53:00.000,2024-03-07,15
C270500000454930,C27050,POLOXAMER 182,7.07,454930,2024-03-11 14:13:00.000,2024-03-07,30
C270500000454873,C27050,POLOXAMER 182,2.02,454873,2024-03-11 18:08:00.000,2024-03-07,15
C270500000455036,C27050,POLOXAMER 182,2.02,455036,2024-03-11 19:53:00.000,2024-03-07,15
C215250000455100,C21525,CARBOMER 980,19.695,455100,2024-03-11 06:02:00.000,2024-03-07,30
C215250000455100,C21525,CARBOMER 980,19.695,455100,2024-03-11 06:02:00.000,2024-03-07,30
