MP_OF,MP CODE,MP NAME,BESOIN (KG),ORDRE PRODUCTION,DATE FABRICATION,DATE PESEE,Temps pesee (15 ou 30 minutes)
C273000000455119,C27300,PROPYL PARABEN,2.222,455119,2024-03-05 23:58:00.000,2024-03-01,15
C214230000455182,C21423,CARBOMER HOMOPOLYMER TYPE B,8.16,455182,2024-03-05 07:30:40.210,2024-03-01,30
C214600000455000,C21460,CARBOMER 940/POL 980,28.56,455000,2024-03-05 16:00:00.000,2024-03-01,30
C205000000455000,C20500,ACRYLATES COPOLYMER,71.4,455000,2024-03-05 16:00:00.000,2024-03-01,30
C230500000455000,C23050,DIOCTYL NA SULFOSUCC,1.785,455000,2024-03-05 16:00:00.000,2024-03-01,30
C273500000454932,C27350,PROPYLENE GLYCOL,142.8,454932,2024-03-06 18:22:00.000,2024-03-04,30
C210050000454932,C21005,BENZOYL PEROXYD HYD ARKEMA,241.4976,454932,2024-03-06 18:22:00.000,2024-03-04,30
C230500000454932,C23050,DIOCTYL NA SULFOSUCC,1.8025,454932,2024-03-06 18:22:00.000,2024-03-04,30
C278500000454932,C27850,SILICE COLLOIDAL ANH,0.7461,454932,2024-03-06 18:22:00.000,2024-03-04,30
C250200000455094,C25020,METRONIDAZOLE,7.65,455094,2024-03-06 00:41:00.000,2024-03-04,30
C253000000455094,C25300,NA HYDROXYDE,0.0,455094,2024-03-06 00:41:00.000,2024-03-04,30
C253000000454932,C25300,NA HYDROXYDE,6.2475,454932,2024-03-06 18:22:00.000,2024-03-04,15
C205000000454932,C20500,ACRYLATES COPOLYMER,71.05,454932,2024-03-06 18:22:00.000,2024-03-04,30
C214600000454932,C21460,CARBOMER 940/POL 980,28.56,454932,2024-03-06 18:22:00.000,2024-03-04,30
C219000000455094,C21900,CIRE AE,127.5,455094,2024-03-06 00:41:00.000,2024-03-04,30
C210550000455094,C21055,BENZYLIQUE ALCOOL PHARMA,22.44,455094,2024-03-06 00:41:00.000,2024-03-04,30
C231500000454932,C23150,EDTA DISODIUM,3.535,454932,2024-03-06 18:22:00.000,2024-03-04,30
C235500000455094,C23550,GLYCEROL,40.8,455094,2024-03-06 00:41:00.000,2024-03-04,30
C235500000454932,C23550,GLYCEROL,141.4,454932,2024-03-06 18:22:00.000,2024-03-04,15
C281000000455094,C28100,SORBITOL 70% NONCRIS,51.0,455094,2024-03-06 00:41:00.000,2024-03-04,30
C270500000454932,C27050,POLOXAMER 182,7.07,454932,2024-03-06 18:22:00.000,2024-03-04,30
C242500000455094,C24250,ISOPROPYL PALMITATE,20.4,455094,2024-03-06 00:41:00.000,2024-03-04,30
C244000000455094,C24400,LACTIQUE ACIDE 90%,0.408,455094,2024-03-06 00:41:00.000,2024-03-04,30
C249500000455111,C24950,METHYL GLUCOSE SESQU,35.35,455111,2024-03-07 23:38:00.000,2024-03-04,30
C282000000455111,C28200,SQUALANE NATUREL,60.6,455111,2024-03-07 23:38:00.000,2024-03-04,30
C230500000454919,C23050,DIOCTYL NA SULFOSUCC,3.06,454919,2024-03-07 18:36:00.000,2024-03-04,15
C278500000454919,C27850,SILICE COLLOIDAL ANH,1.2852,454919,2024-03-07 18:36:00.000,2024-03-04,15
C211470000455118,C21147,BRIMONIDINE NVS MEDICHEM,5.1,455118,2024-03-07 14:52:00.000,2024-03-04,30
C250000000456221,C25000,METHYL PARABEN,1.01,456221,2024-03-07 05:00:00.000,2024-03-04,30
C250000000455118,C25000,METHYL PARABEN,1.02,455118,2024-03-07 14:52:00.000,2024-03-04,15
C250000000455111,C25000,METHYL PARABEN,2.02,455111,2024-03-07 23:38:00.000,2024-03-04,15
C214600000454919,C21460,CARBOMER 940/POL 980,48.96,454919,2024-03-07 18:36:00.000,2024-03-04,15
C264900000455111,C26490,PEG 20 METH GLU SESQ,35.35,455111,2024-03-07 23:38:00.000,2024-03-04,30
C270500000456221,C27050,POLOXAMER 182,2.02,456221,2024-03-07 05:00:00.000,2024-03-04,30
C270500000454919,C27050,POLOXAMER 182,12.24,454919,2024-03-07 18:36:00.000,2024-03-04,15
C235500000455118,C23550,GLYCEROL,56.1,455118,2024-03-07 14:52:00.000,2024-03-04,30
C235500000454919,C23550,GLYCEROL,244.8,454919,2024-03-07 18:36:00.000,2024-03-04,15
C235500000455111,C23550,GLYCEROL,30.3,455111,2024-03-07 23:38:00.000,2024-03-04,15
C215260000456221,C21526,CARBOMER HOMOPOLYMER (TYPE C),11.22,456221,2024-03-07 05:00:00.000,2024-03-04,30
C214200000455111,C21420,CARBOMER934P/POL974P,4.545,455111,2024-03-07 23:38:00.000,2024-03-04,30
C214220000455118,C21422,CARBOMER934P/POL974P BRIMONDIN,12.75,455118,2024-03-07 14:52:00.000,2024-03-04,30
C273000000455111,C27300,PROPYL PARABEN,1.01,455111,2024-03-07 23:38:00.000,2024-03-04,30
C205000000454919,C20500,ACRYLATES COPOLYMER,122.4,454919,2024-03-07 18:36:00.000,2024-03-04,15
C284800000455118,C28480,TITANE DIOXYDE,0.6375,455118,2024-03-07 14:52:00.000,2024-03-04,30
C253000000456221,C25300,NA HYDROXYDE,1.616,456221,2024-03-07 05:00:00.000,2024-03-04,30
C253000000455118,C25300,NA HYDROXYDE,4.2126,455118,2024-03-07 14:52:00.000,2024-03-04,15
C253000000454919,C25300,NA HYDROXYDE,10.71,454919,2024-03-07 18:36:00.000,2024-03-04,15
C253000000455111,C25300,NA HYDROXYDE,1.616,455111,2024-03-07 23:38:00.000,2024-03-04,15
C270200000456221,C27020,PHENOXYETHANOL,2.525,456221,2024-03-07 05:00:00.000,2024-03-04,30
C270200000455118,C27020,PHENOXYETHANOL,4.08,455118,2024-03-07 14:52:00.000,2024-03-04,15
C270200000455111,C27020,PHENOXYETHANOL,5.05,455111,2024-03-07 23:38:00.000,2024-03-04,15
C227800000455111,C22780,CYCLOMETHICONE 5.97%,131.3,455111,2024-03-07 23:38:00.000,2024-03-04,30
C231500000456221,C23150,EDTA DISODIUM,1.01,456221,2024-03-07 05:00:00.000,2024-03-04,30
C231500000454919,C23150,EDTA DISODIUM,6.12,454919,2024-03-07 18:36:00.000,2024-03-04,15
C231500000455111,C23150,EDTA DISODIUM,1.01,455111,2024-03-07 23:38:00.000,2024-03-04,15
C273500000456221,C27350,PROPYLENE GLYCOL,40.4,456221,2024-03-07 05:00:00.000,2024-03-04,30
C273500000455118,C27350,PROPYLENE GLYCOL,56.1,455118,2024-03-07 14:52:00.000,2024-03-04,15
C273500000454919,C27350,PROPYLENE GLYCOL,244.8,454919,2024-03-07 18:36:00.000,2024-03-04,15
C210050000454919,C21005,BENZOYL PEROXYD HYD ARKEMA,407.9592,454919,2024-03-07 18:36:00.000,2024-03-04,15
C205430000456221,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,456221,2024-03-07 05:00:00.000,2024-03-04,30
C205430000455111,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,455111,2024-03-07 23:38:00.000,2024-03-04,15
C253000000454936,C25300,NA HYDROXYDE,1.734,454936,2024-03-08 05:49:00.000,2024-03-05,30
C278500000454936,C27850,SILICE COLLOIDAL ANH,0.2142,454936,2024-03-08 05:49:00.000,2024-03-05,30
C214600000454936,C21460,CARBOMER 940/POL 980,8.16,454936,2024-03-08 05:49:00.000,2024-03-05,30
C270500000454936,C27050,POLOXAMER 182,2.04,454936,2024-03-08 05:49:00.000,2024-03-05,30
C230500000454936,C23050,DIOCTYL NA SULFOSUCC,0.51,454936,2024-03-08 05:49:00.000,2024-03-05,30
C210050000454936,C21005,BENZOYL PEROXYD HYD ARKEMA,33.966,454936,2024-03-08 05:49:00.000,2024-03-05,30
C235500000454936,C23550,GLYCEROL,40.8,454936,2024-03-08 05:49:00.000,2024-03-05,30
C205000000454936,C20500,ACRYLATES COPOLYMER,20.4,454936,2024-03-08 05:49:00.000,2024-03-05,30
C273500000454936,C27350,PROPYLENE GLYCOL,40.8,454936,2024-03-08 05:49:00.000,2024-03-05,30
C231500000454936,C23150,EDTA DISODIUM,1.02,454936,2024-03-08 05:49:00.000,2024-03-05,30
C280000000456419,C28000,SORBITAN MONOSTEARAT,20.2,456419,2024-03-11 05:00:00.000,2024-03-06,30
C273000000456419,C27300,PROPYL PARABEN,1.01,456419,2024-03-11 05:00:00.000,2024-03-06,30
C273000000455100,C27300,PROPYL PARABEN,0.606,455100,2024-03-11 06:02:00.000,2024-03-06,15
C215260000455036,C21526,CARBOMER HOMOPOLYMER (TYPE C),11.22,455036,2024-03-11 19:53:00.000,2024-03-06,30
C270460000455108,C27046,POLOXAMER 124 PE,8.08,455108,2024-03-11 02:30:00.000,2024-03-06,30
C215350000456419,C21535,CARBOMER1342/PEM TR1 USP,2.02,456419,2024-03-11 05:00:00.000,2024-03-06,30
C270200000456419,C27020,PHENOXYETHANOL,10.1,456419,2024-03-11 05:00:00.000,2024-03-06,30
C270200000455106,C27020,PHENOXYETHANOL,4.08,455106,2024-03-11 06:02:00.000,2024-03-06,15
C270200000455036,C27020,PHENOXYETHANOL,2.525,455036,2024-03-11 19:53:00.000,2024-03-06,15
C214220000455106,C21422,CARBOMER934P/POL974P BRIMONDIN,12.75,455106,2024-03-11 06:02:00.000,2024-03-06,30
C253000000456419,C25300,NA HYDROXYDE,29.29,456419,2024-03-11 05:00:00.000,2024-03-06,30
C253000000455100,C25300,NA HYDROXYDE,2.424,455100,2024-03-11 06:02:00.000,2024-03-06,15
C253000000455106,C25300,NA HYDROXYDE,4.2126,455106,2024-03-11 06:02:00.000,2024-03-06,15
C253000000454930,C25300,NA HYDROXYDE,6.2475,454930,2024-03-11 14:13:00.000,2024-03-06,15
C253000000454873,C25300,NA HYDROXYDE,1.734,454873,2024-03-11 18:08:00.000,2024-03-06,15
C253000000455036,C25300,NA HYDROXYDE,1.616,455036,2024-03-11 19:53:00.000,2024-03-06,15
C254100000455187,C25410,NA LAURETH SULFATE CLOBEX,515.1,455187,2024-03-11 23:44:00.000,2024-03-05,30
C217000000456419,C21700,CETYLIQUE ALCOOL,35.35,456419,2024-03-11 05:00:00.000,2024-03-05,30
C273500000455108,C27350,PROPYLENE GLYCOL,161.6,455108,2024-03-11 02:30:00.000,2024-03-05,30
C273500000456419,C27350,PROPYLENE GLYCOL,20.2,456419,2024-03-11 05:00:00.000,2024-03-05,15
C273500000455100,C27350,PROPYLENE GLYCOL,90.9,455100,2024-03-11 06:02:00.000,2024-03-05,15
C273500000455106,C27350,PROPYLENE GLYCOL,56.1,455106,2024-03-11 06:02:00.000,2024-03-05,15
C273500000454930,C27350,PROPYLENE GLYCOL,142.8,454930,2024-03-11 14:13:00.000,2024-03-05,15
C273500000454873,C27350,PROPYLENE GLYCOL,40.4,454873,2024-03-11 18:08:00.000,2024-03-05,15
C273500000455036,C27350,PROPYLENE GLYCOL,40.4,455036,2024-03-11 19:53:00.000,2024-03-05,15
C270760000455187,C27076,POLYQUATERNIUM 10 CLOBEX,60.6,455187,2024-03-11 23:44:00.000,2024-03-06,30
C211460000455106,C21146,BRIMONIDINE TAR NEW DMF MS,5.1,455106,2024-03-11 06:02:00.000,2024-03-06,30
C215800000456419,C21580,CETEARETH-20 EP,30.3,456419,2024-03-11 05:00:00.000,2024-03-06,30
C270500000454930,C27050,POLOXAMER 182,7.07,454930,2024-03-11 14:13:00.000,2024-03-06,30
C270500000454873,C27050,POLOXAMER 182,2.02,454873,2024-03-11 18:08:00.000,2024-03-06,15
C270500000455036,C27050,POLOXAMER 182,2.02,455036,2024-03-11 19:53:00.000,2024-03-06,15
C215250000455100,C21525,CARBOMER 980,19.695,455100,2024-03-11 06:02:00.000,2024-03-05,30
C256300000456419,C25630,OLEIQUE ALCOOL,20.2,456419,2024-03-11 05:00:00.000,2024-03-05,30
C214600000454930,C21460,CARBOMER 940/POL 980,28.56,454930,2024-03-11 14:13:00.000,2024-03-06,30
C214600000454873,C21460,CARBOMER 940/POL 980,8.08,454873,2024-03-11 18:08:00.000,2024-03-06,15
C210200000455108,C21020,BENZOYL PEROXYD HYD EPID F MS,141.4,455108,2024-03-11 02:30:00.000,2024-03-05,30
C278500000454930,C27850,SILICE COLLOIDAL ANH,0.7461,454930,2024-03-11 14:13:00.000,2024-03-05,30
C278500000454873,C27850,SILICE COLLOIDAL ANH,0.2121,454873,2024-03-11 18:08:00.000,2024-03-05,15
C242500000456419,C24250,ISOPROPYL PALMITATE,40.4,456419,2024-03-11 05:00:00.000,2024-03-06,30
C219900000456419,C21990,CITRIQUE ACIDE MONOHYDRATE,0.505,456419,2024-03-11 05:00:00.000,2024-03-05,30
C219900000455187,C21990,CITRIQUE ACIDE MONOHYDRATE,7.272,455187,2024-03-11 23:44:00.000,2024-03-05,15
C284800000455106,C28480,TITANE DIOXYDE,0.6375,455106,2024-03-11 06:02:00.000,2024-03-06,30
C220900000455187,C22090,CLOBETASOL PROPIONATE,1.515,455187,2024-03-11 23:44:00.000,2024-03-06,30
C222600000455187,C22260,COCOBETAINE,181.8,455187,2024-03-11 23:44:00.000,2024-03-05,30
C252300000455187,C25230,NA CITRATE,78.78,455187,2024-03-11 23:44:00.000,2024-03-06,30
C242670000456419,C24267,IVERMECTINE HOVIONE,11.22,456419,2024-03-11 05:00:00.000,2024-03-05,30
C205430000455108,C20543,ADAPALENE FINORGA/HELSINN NVS,4.04,455108,2024-03-11 02:30:00.000,2024-03-06,30
C205430000455036,C20543,ADAPALENE FINORGA/HELSINN NVS,1.01,455036,2024-03-11 19:53:00.000,2024-03-06,15
C250000000456419,C25000,METHYL PARABEN,2.02,456419,2024-03-11 05:00:00.000,2024-03-05,30
C250000000455106,C25000,METHYL PARABEN,1.02,455106,2024-03-11 06:02:00.000,2024-03-05,15
C250000000455100,C25000,METHYL PARABEN,2.424,455100,2024-03-11 06:02:00.000,2024-03-05,15
C250000000455036,C25000,METHYL PARABEN,1.01,455036,2024-03-11 19:53:00.000,2024-03-05,15
C229800000456419,C22980,DIMETICONE 20 CST,5.05,456419,2024-03-11 05:00:00.000,2024-03-06,30
C235500000455108,C23550,GLYCEROL,161.6,455108,2024-03-11 02:30:00.000,2024-03-06,30
C235500000456419,C23550,GLYCEROL,40.4,456419,2024-03-11 05:00:00.000,2024-03-06,15
C235500000455106,C23550,GLYCEROL,56.1,455106,2024-03-11 06:02:00.000,2024-03-06,15
C235500000454930,C23550,GLYCEROL,141.4,454930,2024-03-11 14:13:00.000,2024-03-06,15
C235500000454873,C23550,GLYCEROL,40.4,454873,2024-03-11 18:08:00.000,2024-03-06,15
C210050000454930,C21005,BENZOYL PEROXYD HYD ARKEMA,241.4976,454930,2024-03-11 14:13:00.000,2024-03-05,30
C210050000454873,C21005,BENZOYL PEROXYD HYD ARKEMA,33.6664,454873,2024-03-11 18:08:00.000,2024-03-05,15
C283500000456419,C28350,STEARYLIQUE ALCOOL,25.25,456419,2024-03-11 05:00:00.000,2024-03-05,30
C230500000455108,C23050,DIOCTYL NA SULFOSUCC,2.02,455108,2024-03-11 02:30:00.000,2024-03-05,30
C230500000454930,C23050,DIOCTYL NA SULFOSUCC,1.8025,454930,2024-03-11 14:13:00.000,2024-03-05,15
C230500000454873,C23050,DIOCTYL NA SULFOSUCC,0.505,454873,2024-03-11 18:08:00.000,2024-03-05,15
C203000000455108,C20300,ACRYLAMIDE COPOLYMER,161.6,455108,2024-03-11 02:30:00.000,2024-03-06,30
C233000000455187,C23300,ETHANOL 96% V/V,303.0,455187,2024-03-11 23:44:00.000,2024-03-05,30
C250200000455100,C25020,METRONIDAZOLE,22.725,455100,2024-03-11 06:02:00.000,2024-03-06,30
C231500000455108,C23150,EDTA DISODIUM,4.04,455108,2024-03-11 02:30:00.000,2024-03-05,30
C231500000456419,C23150,EDTA DISODIUM,0.505,456419,2024-03-11 05:00:00.000,2024-03-05,15
C231500000455100,C23150,EDTA DISODIUM,1.515,455100,2024-03-11 06:02:00.000,2024-03-05,15
C231500000454930,C23150,EDTA DISODIUM,3.535,454930,2024-03-11 14:13:00.000,2024-03-05,15
C231500000454873,C23150,EDTA DISODIUM,1.01,454873,2024-03-11 18:08:00.000,2024-03-05,15
C231500000455036,C23150,EDTA DISODIUM,1.01,455036,2024-03-11 19:53:00.000,2024-03-05,15
C205000000454930,C20500,ACRYLATES COPOLYMER,71.05,454930,2024-03-11 14:13:00.000,2024-03-06,30
C205000000454873,C20500,ACRYLATES COPOLYMER,20.2,454873,2024-03-11 18:08:00.000,2024-03-06,15
C244000000455092,C24400,LACTIQUE ACIDE 90%,0.408,455092,2024-03-12 05:36:00.000,2024-03-07,30
C233000000455194,C23300,ETHANOL 96% V/V,303.0,455194,2024-03-12 11:27:00.000,2024-03-07,30
C233000000455193,C23300,ETHANOL 96% V/V,303.0,455193,2024-03-12 23:10:00.000,2024-03-07,15
C270500000454997,C27050,POLOXAMER 182,2.02,454997,2024-03-12 03:27:00.000,2024-03-07,30
C270500000454929,C27050,POLOXAMER 182,7.07,454929,2024-03-12 14:03:00.000,2024-03-07,15
C270500000454913,C27050,POLOXAMER 182,2.02,454913,2024-03-12 15:44:00.000,2024-03-07,15
C214600000454997,C21460,CARBOMER 940/POL 980,8.08,454997,2024-03-12 03:27:00.000,2024-03-07,30
C214600000454929,C21460,CARBOMER 940/POL 980,28.28,454929,2024-03-12 14:03:00.000,2024-03-07,15
C214600000454913,C21460,CARBOMER 940/POL 980,8.08,454913,2024-03-12 15:44:00.000,2024-03-07,15
C264900000455110,C26490,PEG 20 METH GLU SESQ,35.35,455110,2024-03-12 16:28:00.000,2024-03-07,30
C227800000455110,C22780,CYCLOMETHICONE 5.97%,131.3,455110,2024-03-12 16:28:00.000,2024-03-07,30
C231500000454997,C23150,EDTA DISODIUM,1.01,454997,2024-03-12 03:27:00.000,2024-03-07,30
C231500000454929,C23150,EDTA DISODIUM,3.535,454929,2024-03-12 14:03:00.000,2024-03-07,15
C231500000454913,C23150,EDTA DISODIUM,1.01,454913,2024-03-12 15:44:00.000,2024-03-07,15
C231500000455110,C23150,EDTA DISODIUM,1.01,455110,2024-03-12 16:28:00.000,2024-03-07,15
C270200000455110,C27020,PHENOXYETHANOL,5.05,455110,2024-03-12 16:28:00.000,2024-03-07,30
C242500000455092,C24250,ISOPROPYL PALMITATE,20.4,455092,2024-03-12 05:36:00.000,2024-03-07,30
C214200000455110,C21420,CARBOMER934P/POL974P,4.545,455110,2024-03-12 16:28:00.000,2024-03-07,30
C273500000454997,C27350,PROPYLENE GLYCOL,40.4,454997,2024-03-12 03:27:00.000,2024-03-07,30
C273500000454929,C27350,PROPYLENE GLYCOL,141.4,454929,2024-03-12 14:03:00.000,2024-03-07,15
C273500000454913,C27350,PROPYLENE GLYCOL,40.4,454913,2024-03-12 15:44:00.000,2024-03-07,15
